sep=;
Schulnummer;Schulform;Schulbezeichnung_1;Schulbezeichnung_2;Schulbezeichnung_3;Kurzbezeichnung;PLZ;Ort;Strasse;Telefonvorwahl;Telefon;Faxvorwahl;Fax;E-Mail;Homepage;Rechtsform;Traegernummer;Gemeindeschluessel;Schulbetriebsschluessel;Schulbetriebsdatum;EPSG;UTMRechtswert;UTMHochwert;
"100027";"81";"Kompass-SchuleSchulischer Lernort";"Schulischer Lernort";"der Stadt Münster";"Münster, FÖ SL Kompass-Schule";"48159";"Münster";"Bröderichweg 36";"0251";"390030";"0251";"3900329";"100027@schule.nrw.de";"";"1";"10248";"05515000";"6";"01.08.2016";"EPSG:25832";"405000";"5761152"
"100028";"10";"Realschule im Bezirk Zollverein";"Städt. Realschule f. Jungen u. Mädchen";"- Sekundarstufe I -";"Essen, RS im Bezirk Zollverein";"45309";"Essen";"Gelsenkirchener Str. 138 a";"0201";"8561430";"";"";"100028@schule.nrw.de";"https://rsg-essen.essen.de/";"1";"10066";"05113000";"1";"01.08.2018";"EPSG:25832";"364298";"5705529"
"100029";"02";"Schule an der Oranienstraße";"Gem. Grundschule der Stadt Oberhausen";"- Primarstufe -";"Oberhausen,GG Schule a. d. Oranienstraße";"46147";"Oberhausen";"Oranienstr. 57";"0208";"30977970";"0208";"30977971";"100029@schule.nrw.de";"http://www.schule-an-der-oranienstrasse.de";"1";"10121";"05119000";"1";"01.02.2018";"EPSG:25832";"348225";"5712051"
"100030";"17";"Freie Waldorfschule Rheine";"";"";"Rheine, FW Meisenstr.";"48429";"Rheine";"Meisenstr. 30";"05971";"9808310";"";"";"100030@schule.nrw.de";"http://www.waldorfschule-rheine.de";"2";"83239";"05566076";"1";"01.08.2017";"EPSG:25832";"396178";"5792951"
"100032";"02";"GGS Regenbogenschule";"der Stadt Brühl";"";"Brühl, GG (Verb.) Regenbogenschule";"50321";"Brühl";"Kaiserstr. 158";"02232";"503030";"02232";"5030315";"100032@schule.nrw.de";"https://www.ggs-regenbogen.schule/";"1";"12816";"05362012";"1";"01.08.2019";"EPSG:25832";"351464";"5633767"
"100033";"10";"Bischöfliche Clara-Fey-Schule,Realschule";"als priv. Ersatzschule i. Aufbau des";"Bistums Aachen";"Schleiden, RS Clara-Fey-Schule";"53937";"Schleiden";"Malmedyer Str. 2";"02445";"7012";"02445";"8507917";"100033@schule.nrw.de";"https://cfs-schleiden.de/";"2";"71237";"05366036";"1";"01.08.2017";"EPSG:25832";"321565";"5600732"
"100034";"15";"Das Forscherhaus Gesamtschule";"Sek.Iu.II,Staatl.gen.Ersatzschule der";"Forscherhaus gemn. Bildungsges. mbH";"Bünde, GE Das Forscherhaus";"32257";"Bünde";"Heidestr. 41";"05223";"4870024";"05223";"4870025";"100034@schule.nrw.de";"http://www.forscherhaus-gesamtschule.de";"2";"81851";"05758004";"1";"01.08.2017";"EPSG:25832";"472114";"5782286"
"100035";"30";"August-Hermann-Francke-Berufskolleg";"als Ersatzschule in freier Trägerschaft";"des Christl.Schulver. Lippe e.V., Sek.II";"Detmold, BK August-Hermann-Francke";"32756";"Detmold";"Georgstr. 24";"05231";"921680";"05231";"921628";"100035@schule.nrw.de";"https://berufskolleg.ahfs-detmold.de";"2";"73428";"05766020";"1";"01.08.2017";"EPSG:25832";"491583";"5755482"
"100036";"15";"Gesamtschule Helios";"";"";"Köln, GE Gesamtschule Helios";"50825";"Köln";"Borsigstr. 13";"0221";"500558512";"0221";"500558519";"100036@schule.nrw.de";"https://www.heliosschule.com/sekundarstufe/";"1";"10182";"05315000";"1";"01.08.2018";"EPSG:25832";"352988";"5647133"
"100037";"30";"Matthias-Claudius-Schule Bochum";"Priv. evang. Berufskolleg der Sek.II";"d.Trägerver.Matthias-Claudius-Schule e.V";"Bochum, BK Matthias-Claudius-Schule";"44795";"Bochum";"Weitmarer Str. 115b";"0234";"943650";"0234";"943657";"100037@schule.nrw.de";"https://gesamtschule.mcs-bochum.de/";"2";"73337";"05911000";"1";"01.08.2017";"EPSG:25832";"374187";"5702030"
"100038";"02";"Grundschule Wefelshohl";"Gem. Grundschule d. Stadt Lüdenscheid";"";"Lüdenscheid, GG Wefelshohl";"58511";"Lüdenscheid";"Gustavstr. 35";"02351";"9475190";"";"";"100038@schule.nrw.de";"https://www.gs-wefelshohl.de/";"1";"16366";"05962032";"1";"01.08.2018";"EPSG:25832";"406051";"5674305"
"100039";"02";"Grundschule St. Albert als private";"Ersatzschule der Primarstufe";"";"Ruppichteroth, WG St. Albert";"53809";"Ruppichteroth";"Zum Brölbach 2";"02295";"9089890";"02295";"9089899";"100039@schule.nrw.de";"https://fsspx.de/de/schule-broeleck";"2";"83288";"05382052";"1";"01.08.2017";"EPSG:25832";"388240";"5632987"
"100040";"20";"Gymnasium Neue Sandkaul";"";"";"Köln, Gym Neue Sandkaul";"50859";"Köln";"Neue Sandkaul 29";"0221";"22135320";"";"";"100040@schule.nrw.de";"https://gymnasium-neue-sandkaul.de/";"1";"10182";"05315000";"1";"01.08.2018";"EPSG:25832";"348232";"5647911"
"100041";"15";"Gesamtschule Wasseramselweg";"der Stadt Köln";"- Sekundarstufen I und II -";"Köln, GE Wasseramselweg";"50829";"Köln";"Am Wassermann 40";"0221";"22135380";"0221";"22135378";"100041@schule.nrw.de";"http://www.gesamtschule-wasseramselweg.de";"1";"10182";"05315000";"1";"01.08.2018";"EPSG:25832";"350861";"5646364"
"100042";"15";"Gesamtschule der Stadt Geldern";"- Sekundarstufe I und II -";"";"Geldern, GE Königsberger Straße";"47608";"Geldern";"Königsberger Str. 60";"02831";"97796311";"02831";"97796363";"100042@schule.nrw.de";"https://gesamtschule-geldern.de/";"1";"11599";"05154012";"1";"01.08.2018";"EPSG:25832";"314783";"5711810"
"100044";"15";"3. Gesamtschule";"Städt. Gesamtschule";"- Sekundarstufen I und II -";"Gütersloh, GE 3. Gesamtschule";"33330";"Gütersloh";"Ahornallee 46";"05241";"50528210";"05241";"50528231";"100044@schule.nrw.de";"https://www.dritte-gesamtschule-gt.de/";"1";"16238";"05754008";"1";"01.08.2018";"EPSG:25832";"458182";"5753130"
"100045";"10";"Realschule am Schlehenweg";"Städt. Realschule Bielefeld";"- Sekundarstufe I -";"Bielefeld, RS am Schlehenweg";"33609";"Bielefeld";"Schlehenweg 24";"0521";"518480";"0521";"557996315";"100045@schule.nrw.de";"http://www.realschule-am-schlehenweg.de";"1";"10261";"05711000";"1";"01.08.2018";"EPSG:25832";"471933";"5766381"
"100046";"14";"Sekundarschule Königsbrügge";"Städt. Sekundarschule Bielefeld";"- Sekundarstufe I -";"Bielefeld, SK Königsbrügge";"33604";"Bielefeld";"Fritz-Reuter-Str. 30";"0521";"515970";"0521";"515974";"100046@schule.nrw.de";"http://sk-koenigsbruegge.de/";"1";"10261";"05711000";"1";"01.08.2018";"EPSG:25832";"469433";"5762477"
"100047";"14";"Sekundarschule Gellershagen";"Städt. Sekundarschule Gellershagen";"- Sekundarstufe I -";"Bielefeld, SK Gellershagen";"33613";"Bielefeld";"Am Brodhagen 50";"0521";"515723";"0521";"515720";"100047@schule.nrw.de";"http://www.sekundarschulegellershagen.de";"1";"10261";"05711000";"1";"01.08.2018";"EPSG:25832";"466781";"5765801"
"100048";"15";"Gesamtschule Bochum-Mitte";"";"";"Bochum, GE Bochum-Mitte";"44809";"Bochum";"Feldsieper Str. 94";"0234";"9505313";"0234";"9505314";"100048@schule.nrw.de";"https://www.gebomi.de/";"1";"10273";"05911000";"1";"01.08.2018";"EPSG:25832";"375545";"5706346"
"100049";"02";"dreieins-Grundschule als priv.Ersatzsch.";"der Primarstufe der dreieins";"Innovative Pädagogik gGmbH";"Aachen, GG dreieins-Grundschule .Priv.Er";"52072";"Aachen";"Hander Weg 95";"0241";"99031900";"0241";"99031902";"100049@schule.nrw.de";"https://www.dreieins.org/aachen";"2";"83306";"05334002";"1";"08.12.2017";"EPSG:25832";"292367";"5632181"
"100051";"15";"Arnold-Freymuth-Gesamtschule";"der Stadt Hamm";"";"Hamm, GE Arnold-Freymuth-Gesamtschule";"59077";"Hamm";"An der Falkschule 9";"02381";"8769710";"02381";"3046513";"100051@schule.nrw.de";"http://www.arnold-freymuth-schule.de";"1";"10315";"05915000";"1";"01.08.2018";"EPSG:25832";"413185";"5723914"
"100052";"15";"Comenius-Gesamtschule";"Städt. Schule der Sekundarstufe I u. II";"";"Neuss, GE Comenius-Gesamtschule";"41464";"Neuss";"Weberstr. 90a";"02131";"1330380";"02131";"13303817";"100052@schule.nrw.de";"http://www.comeniusgesamtschule.de";"1";"10110";"05162024";"1";"01.08.2018";"EPSG:25832";"338690";"5672662"
"100053";"14";"Neue Sekundarschule Dorsten";"-Sekundarstufe I-";"";"Dorsten, SK Juliusstraße";"46284";"Dorsten";"Juliusstr. 1";"02362";"28435100";"02362";"28435199";"100053@schule.nrw.de";"http://www.neueschuledorsten.de";"1";"14540";"05562012";"1";"01.08.2018";"EPSG:25832";"358763";"5726965"
"100054";"02";"Offene Gemeinschaftsgrundschule";"Matthäusstraße";"- Primarstufe - Stadt Wuppertal";"Wuppertal, GG Matthäusstraße";"42277";"Wuppertal";"Rathenaustr. 22";"0202";"5632080";"";"";"100054@schule.nrw.de";"https://gs-matthaeusstrasse.de/";"1";"10169";"05124000";"1";"01.08.2019";"EPSG:25832";"375467";"5682290"
"100056";"30";"CJD Berufskolleg,staatl.gen.Ersatzschule";"d.-Sek II, d. Trägers d. Christliches";"Jugenddorfwerk Deutschlands gemein. e.V.";"Dortmund, BK CJD Berufskolleg";"44149";"Dortmund";"Kleybredde 29";"0231";"656020";"0231";"65602038";"100056@schule.nrw.de";"http://dortmund-bk.cjd-chancen.de/";"2";"72369";"05913000";"1";"01.08.2018";"EPSG:25832";"387099";"5705369"
"100057";"83";"Schule für Kranke Gütersloh";"d. Landschaftsverbandes Westfalen-Lippe";"";"Gütersloh, KR im Füchtei";"33334";"Gütersloh";"Im Füchtei 148";"05241";"5246709";"";"";"100057@schule.nrw.de";"";"1";"10030";"05754008";"1";"01.08.2018";"EPSG:25832";"455013";"5749801"
"100058";"25";"Weiterbildungskolleg Münster";"Abendrealschule und Abendgymnasium";"";"Münster, WBK RS, Gym Uppenkampstiege";"48147";"Münster";"Uppenkampstiege 21";"0251";"2892790";"0251";"28927929";"100058@schule.nrw.de";"https://wbk.ms";"1";"10248";"05515000";"1";"01.08.2018";"EPSG:25832";"405673";"5759287"
"100059";"02";"FASAN Freie Aktive Schule a. Niederrhein";"Staatl.gen.priv.Ersatzsch. f.d. Primar.";"d.FASAN Fr. Aktive Schule a. Niederrhein";"Mönchengladbach, GG FASAN Freie Aktive";"41063";"Mönchengladbach";"Alsstr. 70-72";"02161";"9043164";"";"";"100059@schule.nrw.de";"https://www.fasan.schule";"2";"83392";"05116000";"1";"17.08.2018";"EPSG:25832";"322045";"5675569"
"100060";"30";"Textilakademie NRW Berufskolleg Sek. II";"Staatl. gen. priv. Ersatzschule der";"Textilakademie NRW Berufskolleg gGmbH";"Mönchengladbach, BK Textilakademie NRW";"41065";"Mönchengladbach";"Rheydter Str. 329";"02161";"24750";"02161";"2475222";"100060@schule.nrw.de";"https://www.textilakademie.de";"2";"83409";"05116000";"1";"30.08.2018";"EPSG:25832";"321120";"5672743"
"100061";"02";"Städtische Gemeinschaftsgrundschule";"Steinkaul 27";"-Primarstufe-";"Düsseldorf, GG Steinkaul";"40589";"Düsseldorf";"Steinkaul 27";"0211";"8925660";"0211";"8925665";"100061@schule.nrw.de";"https://www.ggs-steinkaul.de/";"1";"10042";"05111000";"1";"01.08.2019";"EPSG:25832";"346650";"5671005"
"100062";"83";"Schule für Kranke Paderborn";"des Landschaftsverbandes Westfalen-Lippe";"";"Paderborn, KR LWL";"33098";"Paderborn";"Am Ostfriedhof 10";"05251";"682213600";"05251";"682213601";"100062@schule.nrw.de";"";"1";"10030";"05774032";"1";"01.02.2019";"EPSG:25832";"483781";"5729711"
"100063";"15";"Ida-Noddack-Gesamtschule";"- Sekundarstufe I und II -";"";"Wesel, GE Ida Noddack";"46483";"Wesel";"Martinistr. 12";"0281";"16497940";"0281";"16497950";"100063@schule.nrw.de";"https://www.ida-noddack-gesamtschule.de/";"1";"12312";"05170048";"1";"01.08.2019";"EPSG:25832";"334868";"5725921"
"100064";"02";"Städtische Gemeinschaftsgrundschule";"";"";"Bonn, GG Peter-Klein-Straße";"53117";"Bonn";"Peter-Klein-Str. 4";"0228";"7789112";"";"";"100064@schule.nrw.de";"http://ggspeterkleinstrasse.de";"1";"10170";"05314000";"1";"01.08.2019";"EPSG:25832";"363006";"5624414"
"100065";"02";"Städtische Grundschule";"Wolbeck - Nord";"";"Münster, GG Wolbeck - Nord";"48167";"Münster";"Grenkuhlenweg 21";"02506";"303830";"02506";"3038329";"100065@schule.nrw.de";"http://www.grundschule-wolbeck-nord.de/";"1";"10248";"05515000";"1";"01.08.2019";"EPSG:25832";"412601";"5753556"
"100066";"04";"Glückauf-Schule";"Städt. Gem. Hauptschule";"- Sekundarstufe I -";"Essen, GH Glückauf-Schule";"45329";"Essen";"Bischoffstr. 120";"0201";"345175";"0201";"8378433";"100066@schule.nrw.de";"http://www.hs-katernberg.de";"1";"10066";"05113000";"1";"01.08.2019";"EPSG:25832";"362542";"5707545"
"100067";"02";"Städtische Katholische Grundschule";"Niederkassel";"- Primarstufe -";"Düsseldorf, KG Niederkassel";"40547";"Düsseldorf";"Niederkasseler Str. 36";"0211";"8924500";"0211";"8924624";"100067@schule.nrw.de";"http://www.grundschuleniederkassel.de";"1";"10042";"05111000";"1";"01.08.1973";"EPSG:25832";"343203";"5678621"
"100068";"15";"Gesamtschule Berrenrather Straße";"der Stadt Köln";"- Sekundarstufen I und II -";"Köln, GE Berrenrather Straße";"50937";"Köln";"Berrenrather Str. 488";"0221";"28550626";"0221";"4302383";"100068@schule.nrw.de";"https://www.ge-lindenthal.de";"1";"10182";"05315000";"1";"01.08.2019";"EPSG:25832";"353288";"5641605"
"100069";"15";"Gesamtschule am Berliner Ring";"- Sekundarstufe I und II -";"";"Monheim am Rhein, GE Berliner Ring";"40789";"Monheim am Rhein";"Berliner Ring 5";"02173";"9514850";"02173";"951254850";"100069@schule.nrw.de";"https://ge-berliner-ring.monheim.de";"1";"12439";"05158026";"1";"01.08.2019";"EPSG:25832";"352037";"5661394"
"100070";"15";"Gesamtschule Velbert-Neviges";"Städt. Gesamtschule";"- Sekundarstufe I und II -";"Velbert, GE Velbert-Neviges";"42553";"Velbert";"An der Maikammer 46-54";"02053";"49690";"";"";"100070@schule.nrw.de";"http://ge-neviges.de/";"1";"11514";"05158032";"1";"01.08.2019";"EPSG:25832";"365829";"5685963"
"100071";"15";"Gesamtschule Dellbrücker Mauspfad";"- Sekundarstufe I und II -";"";"Köln, GE Dellbrücker Mauspfad";"51069";"Köln";"Dellbrücker Mauspfad 198-200";"0221";"938500448";"0221";"938500495";"100071@schule.nrw.de";"https://ge-dellbrueck.de/";"1";"10182";"05315000";"1";"01.08.2019";"EPSG:25832";"364375";"5648276"
"100073";"02";"Kath. Grundschule St. Michael, Staatl.";"gen. Grundschule f. Jungen u. Mädchen";"- Primarstufe- d. Bistums Paderborn";"Paderborn, KG St. Michael";"33098";"Paderborn";"Am Abdinghof 6";"05251";"6939125";"";"";"100073@schule.nrw.de";"https://grundschule-sankt-michael.de/";"2";"72783";"05774032";"1";"01.08.2019";"EPSG:25832";"482993";"5729811"
"100074";"08";"Hundertwasser-Schule";"Förderschule des Märkischen Kreises";"Fsp. Lernen u. Sprache - Primar-u. Sek.I";"Altena, FÖ SQ, LE Hundertwasser-Schule";"58762";"Altena";"Nüggelnstück 3";"02352";"549200";"02352";"5492029";"100074@schule.nrw.de";"http://www.hundertwasser-schule-altena.de";"1";"10777";"05962004";"1";"01.08.2019";"EPSG:25832";"406645";"5679488"
"100075";"81";"Schulischer Lernort Regenbogenschulhaus";"des Kreises Warendorf";"";"Ahlen, FÖ SL Regenbogenschulhaus";"59229";"Ahlen";"Im Pattenmeicheln 14";"02382";"96899411";"";"";"100075@schule.nrw.de";"";"1";"10649";"05570004";"6";"01.08.2019";"EPSG:25832";"423462";"5734236"
"100076";"02";"Grundschule St. Walburga Neuenheerse";"Kath.Bekenntnisgrundschule,priv.Ersatz.";"f.d. Primar.,d.Trägervereins St.Walburga";"Bad Driburg, GG St. Walburga Neuenheerse";"33014";"Bad Driburg";"Taildor 8";"05259";"542";"05259";"932210";"100076@schule.nrw.de";"http://www.st-walburga-grundschule.de";"2";"10002";"05762004";"1";"01.08.2019";"EPSG:25832";"499949";"5724780"
"100077";"15";"Gesamtschule Hiesfeld";"der Stadt Dinslaken";"Sekundarstufen I und II";"Dinslaken, GE Hiesfeld";"46539";"Dinslaken";"Kirchstr. 65";"02064";"828410";"";"";"100077@schule.nrw.de";"https://www.gesamtschule-hiesfeld.de/";"1";"11381";"05170008";"1";"01.08.2020";"EPSG:25832";"345480";"5714975"
"100078";"02";"LOGOS-Grundschule";"Russisch-Orthodoxe Bekenntnisgrundschule";"";"Köln, GG LOGOS";"51065";"Köln";"Arnsberger Str. 11";"0221";"16908487";"";"";"100078@schule.nrw.de";"http://www.logos-grundschule.de";"2";"10004";"05315000";"1";"01.08.2019";"EPSG:25832";"360559";"5646621"
"100079";"02";"Paulus Schule";"Städt. Kath. Grundschule";"- Primarstufe -";"Düsseldorf, KG Paulus Schule";"40237";"Düsseldorf";"Paulusplatz 1";"0211";"667608";"0211";"6799796";"100079@schule.nrw.de";"https://paulusschule-duesseldorf.de/";"1";"10042";"05111000";"1";"01.08.1973";"EPSG:25832";"346730";"5678352"
"100081";"08";"Schule am Niederrhein";"Förderschule d. Kr.Wesel m.d.FSP LE u.ES";"Prim. u. Sek.I im integr.Verbund";"Kamp-Lintfort, FÖ LE,ES Sch.a.Niederrhei";"47475";"Kamp-Lintfort";"Friedrich-Heinrich-Allee 24";"02842";"50340";"02842";"50304";"100081@schule.nrw.de";"https://schule-am-niederrhein.de/";"1";"10455";"05170020";"1";"01.08.2019";"EPSG:25832";"329564";"5708322"
"100082";"10";"Private Realschule Altenbeken";"staatl.gen.Ersatzschule d. Sek.I der";"Bildungswerkstatt Altenbeken gGmbH";"Altenbeken, RS Altenbeken";"33184";"Altenbeken";"Gardeweg 7";"05255";"930978";"";"";"100082@schule.nrw.de";"https://www.altenbeken-realschule.de";"2";"10005";"05774004";"1";"01.08.2019";"EPSG:25832";"496022";"5734320"
"100083";"02";"Felix-Manz-Schule";"der Primarstufe - Grundschule";"Bekenntnisschule in fr. Trägerschaft";"Bergkamen, EG Felix-Manz-Schule";"59192";"Bergkamen";"Kleiweg 10";"02307";"2018630";"";"";"100083@schule.nrw.de";"";"2";"10006";"05978004";"1";"01.08.2019";"EPSG:25832";"404081";"5718756"
"100084";"02";"Grundschule Zukunftsschule Lippstadt";"Gem. Grundschule";"";"Lippstadt, GG Zukunftsschule";"59556";"Lippstadt";"Im Eichholz 10";"02941";"92347016";"";"";"100084@schule.nrw.de";"http://zukunftsschule-lippstadt.de/";"2";"10007";"05974028";"1";"01.08.2019";"EPSG:25832";"453646";"5729260"
"100085";"15";"Green-Gesamtschule";"Städtische Gesamtschule";"- Sekundarstufen I und II -";"Duisburg, GE Green-Gesamtschule";"47226";"Duisburg";"Körnerplatz 2";"02065";"9057811";"02065";"9057812";"100085@schule.nrw.de";"http://www.gesamtschule-koernerplatz.de";"1";"10054";"05112000";"1";"01.08.2020";"EPSG:25832";"340721";"5697215"
"100086";"15";"Private Ökumenische Montessori-";"Gesamtschule f. d. Sek.I u. II.";"der HagenSchule gAG";"Hagen, GE Priv. Ökumenische Montessori";"58097";"Hagen";"Am Höing 12";"02331";"3400070";"02331";"34000711";"100086@schule.nrw.de";"http://www.hagenschule.de";"2";"82478";"05914000";"1";"01.08.2019";"EPSG:25832";"394136";"5691752"
"100087";"17";"Freie Waldorfschule Niederrhein-Aue";"des Vereins Freie Waldorfschule Aue e.V.";"staatl.gen.priv.Ersatzsch.eig. Art";"Uedem, FW Niederrhein-Aue";"47589";"Uedem";"Meursfeldstr. 8";"02825";"3079471";"";"";"100087@schule.nrw.de";"http://www.fws-niederrhein-aue.de";"2";"10008";"05154056";"1";"28.08.2019";"EPSG:25832";"311441";"5727216"
"100088";"02";"Städt. Gem. Grundschule Kastanienallee";"Primarstufe";"";"Velbert, GG Kastanienallee";"42549";"Velbert";"Kastanienallee 19 - 21";"02051";"21705";"02051";"259070";"100088@schule.nrw.de";"http://www.ggs-kastanienallee.de";"1";"11514";"05158032";"1";"01.08.2020";"EPSG:25832";"364015";"5688800"
"100089";"15";"Heinrich-Böll-Gesamtschule";"Bornheim";"";"Bornheim, GE Bornheim 2";"53332";"Bornheim";"Beethovenstr. 57";"02222";"91490";"02222";"914925";"100089@schule.nrw.de";"http://www.hbsek.de";"1";"13183";"05382012";"1";"01.08.2020";"EPSG:25832";"353580";"5626889"
